"","SID","Year","OS_ID","OS_Name","Site","Material","Material.Overplant","Live_Density","Legal_Density","Sub_Legal_Density","Spat_Density","Non_Spat_Density","Latitude","Longitude","Deployment_Year","Deployment_Month","Material_Age","Sedimentation","Strata","Depth","Relief","SDO","BDO","SSal","BSal","STemp","BTemp"
"11","2010-2-2-OS-01-562",2010,"01","Croatan Sound",562,"Marl","NA",669.471489871123,8.31641602324376,419.97900917381,241.176064674069,428.295425197054,"35 48.2450","75 38.3780",2003,4,6.83333333333333,3,"T",30,2,11.5,10.4,28,10.1,36,38
"12","2010-2-2-OS-01-559",2010,"01","Croatan Sound",559,"Marl","NA",656.670269994705,25.921194868212,406.098719601989,224.650355524504,432.019914470201,"35 48.2610","75 38.4090",2003,4,6.83333333333333,3,"B",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"13","2010-2-2-OS-01-558",2010,"01","Croatan Sound",558,"Marl","NA",1038.92030474573,10.9938656586849,654.135006691754,373.791432395288,665.128872350439,"35 48.2610","75 38.4090",2003,4,6.83333333333333,3,"T",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"14","2010-2-2-OS-01-552",2010,"01","Croatan Sound",552,"Marl","NA",741.118414080759,16.9721774216968,379.045295751228,345.100940907834,396.017473172925,"35 48.2430","75 38.4510",1996,6,13.6666666666667,3,"T",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"15","2010-2-2-OS-01-553",2010,"01","Croatan Sound",553,"Marl","NA",481.420929974502,9.82491693825514,289.835049678527,181.76096335772,299.659966616782,"35 48.2430","75 38.4510",1996,6,13.6666666666667,3,"B",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"16","2010-2-2-OS-01-557",2010,"01","Croatan Sound",557,"Marl","NA",1002.87703338476,35.1886678380619,659.78752196366,307.900843583041,694.976189801722,"35 48.2620","75 38.4270",1998,8,11.5,3,"B",30,7,11.5,10.4,2.8,10.1,3.6,3.8
"17","2010-2-2-OS-01-556",2010,"01","Croatan Sound",556,"Marl","NA",837.398595764868,28.2269189583663,541.015946702022,268.15573010448,569.242865660388,"35 48.2620","75 38.4270",1998,8,11.5,3,"T",30,7,11.5,10.4,2.8,10.1,3.6,3.8
"18","2010-2-2-OS-01-550",2010,"01","Croatan Sound",550,"Marl","NA",1301.05102640881,13.141929559685,617.670689305194,670.238407543933,630.812618864879,"35 48.1990","75 38.4000",1996,6,13.6666666666667,3,"T",30,2,11.5,10.4,28,10.1,36,38
"19","2010-2-2-OS-01-551",2010,"01","Croatan Sound",551,"Marl","NA",1178.47161723287,12.2121411112214,580.076702783017,586.182773338628,592.288843894238,"35 48.1990","75 38.4000",1996,6,13.6666666666667,4,"B",30,2,11.5,10.4,28,10.1,36,38
"20","2010-2-2-OS-01-564",2010,"01","Croatan Sound",564,"Marl","NA",1357.07373955954,35.4019236406836,595.932381284841,725.739434634014,631.334304925524,"35 48.2390","75 38.3640",2003,4,6.83333333333333,3,"T",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"21","2010-2-2-OS-01-565",2010,"01","Croatan Sound",565,"Marl","NA",1068.2561179039,13.0275136329744,560.1830862179,495.045518053028,573.210599850874,"35 48.2390","75 38.3640",2003,4,6.83333333333333,3,"B",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"22","2010-2-2-OS-01-561",2010,"01","Croatan Sound",561,"Marl","NA",589.383468200983,2.79328657915158,237.429359227884,349.160822393947,240.222645807036,"35 48.2520","75 38.3900",2003,4,6.83333333333333,3,"B",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"23","2010-2-2-OS-01-560",2010,"01","Croatan Sound",560,"Marl","NA",1222.60398188503,12.7354581446358,611.301990942517,598.566532797881,624.037449087153,"35 48.2520","75 38.3900",2003,4,6.83333333333333,3,"T",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"24","2010-2-2-OS-01-554",2010,"01","Croatan Sound",554,"Marl","NA",1520.35123763371,24.6210726742302,707.855839384117,787.874325575365,732.476912058347,"35 48.2530","75 38.3800",1998,8,11.5,3,"T",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"25","2010-2-2-OS-01-555",2010,"01","Croatan Sound",555,"Marl","NA",1424.82677569534,25.9059413762788,647.648534406971,751.272299912086,673.554475783249,"35 48.2530","75 38.3800",1998,8,11.5,3,"B",30,2,11.5,10.4,2.8,10.1,3.6,3.8
"26","2010-11-19-OS-01-857",2010,"01","Croatan Sound",857,"Marl","Class B",504.190798665534,0,197.001702789844,307.18909587569,197.001702789844,"35 48.2430","75 38.4510",1998,8,12.25,3,"T",30,3,8,6.8,22,22.7,14,14.4
"27","2010-11-19-OS-01-858",2010,"01","Croatan Sound",858,"Marl","Class B",401.288224201687,0,158.007238279414,243.280985922273,158.007238279414,"35 48.2430","75 38.4510",1998,8,12.25,3,"B",30,3,8,6.8,22,22.7,14,14.4
"28","2010-11-18-OS-01-844",2010,"01","Croatan Sound",844,"Marl","Class B",739.475657079935,4.06305306087876,276.287608139756,459.1249958793,280.350661200635,"35 48.2530","75 38.3800",2003,4,7.58333333333333,3,"T",27,3,8,6.8,22,22.7,14,14.4
"29","2010-11-18-OS-01-845",2010,"01","Croatan Sound",845,"Marl","Class B",486.843516578558,0,224.329855678355,262.513660900203,224.329855678355,"35 48.2530","75 38.3800",2003,4,7.58333333333333,4,"B",27,3,8,6.8,22,22.7,14,14.4
"30","2010-11-19-OS-01-859",2010,"01","Croatan Sound",859,"Marl","Class B",623.255683871372,0,267.707139380992,355.54854449038,267.707139380992,"35 48.2530","75 38.3800",2003,4,7.58333333333333,4,"B",27,3,8,6.8,22,22.7,14,14.4
"31","2010-11-19-OS-01-855",2010,"01","Croatan Sound",855,"Marl","Class B",490.444756149155,2.95448648282623,212.723026763489,274.76724290284,215.677513246315,"35 48.1990","75 38.4000",1996,6,14.4166666666667,4,"T",27,1,8,6.8,22,22.7,14,14.4
"32","2010-11-19-OS-01-856",2010,"01","Croatan Sound",856,"Marl","Class B",473.372220868291,13.7209339382113,144.069806351219,315.581480578861,157.79074028943,"35 48.1990","75 38.4000",1996,6,14.4166666666667,4,"B",27,1,8,6.8,22,22.7,14,14.4
"33","2011-10-27-OS-01-1008",2011,"01","Croatan Sound",1008,"Marl","Class B",484.705822109819,0,140.309580084421,344.396242025397,140.309580084421,"35 48.2430","75 38.4510",1998,8,13.1666666666667,4,"T",27,4,7.6,6.5,16.8,22.3,17.9,18.2
"34","2011-10-27-OS-01-1009",2011,"01","Croatan Sound",1009,"Marl","Class B",374.702979161348,0,124.900993053783,249.801986107565,124.900993053782,"35 48.2430","75 38.4510",1998,8,13.1666666666667,4,"B",27,4,7.6,6.5,16.8,22.3,17.9,18.2
"35","2011-10-31-OS-01-1010",2011,"01","Croatan Sound",1010,"Marl","Class B",280.703317463244,0,41.1375551454754,239.565762317769,41.1375551454754,"35 48.1990","75 38.4000",1996,6,15.3333333333333,4,"T",30,4,7.5,6.5,16.8,22.3,1.8,1.8
"36","2011-10-31-OS-01-1011",2011,"01","Croatan Sound",1011,"Marl","Class B",646.250898897893,0,162.177031662589,484.073867235304,162.177031662589,"35 48.1990","75 38.4000",1996,6,15.3333333333333,4,"B",30,4,7.5,6.5,16.8,22.3,1.8,1.8
"37","2011-10-31-OS-01-1013",2011,"01","Croatan Sound",1013,"Marl","Class B",560.5996666303,0,256.444528352158,304.155138278141,256.444528352159,"35 48.2430","75 38.4510",1998,8,13.1666666666667,4,"B",27,4,7.5,6.5,16.8,22.3,1.8,1.8
"38","2011-10-31-OS-01-1012",2011,"01","Croatan Sound",1012,"Marl","Class B",280.633234831943,0,99.5795349403669,181.053699891576,99.5795349403669,"35 48.2430","75 38.4510",1998,8,13.1666666666667,4,"T",27,4,7.5,6.5,16.8,22.3,1.8,1.8
"39","2012-8-23-OS-01-1059",2012,"01","Croatan Sound",1059,"Marl","Class B",570.875783963646,0,151.348463655478,419.527320308168,151.348463655478,"35 48.2530","75 38.3800",2003,4,9.33333333333333,3,"B",27,2,6.7,3.7,14.2,19,26.4,26.9
"40","2012-8-23-OS-01-1058",2012,"01","Croatan Sound",1058,"Marl","Class B",459.625513263002,2.73586615037501,136.793307518751,320.096339593876,139.529173669126,"35 48.2530","75 38.3800",2003,4,9.33333333333333,3,"T",27,2,6.7,3.7,14.2,19,26.4,26.9
"41","2012-8-23-OS-01-1057",2012,"01","Croatan Sound",1057,"Marl","Class B",256.960111803368,0,64.2400279508419,192.720083852526,64.2400279508419,"35 48.1990","75 38.4000",1996,6,16.1666666666667,3,"B",27,2,6.7,3.7,14.2,19,26.4,26.9
"42","2012-8-23-OS-01-1056",2012,"01","Croatan Sound",1056,"Marl","Class B",213.851448260051,0,101.834022980977,112.017425279075,101.834022980977,"35 48.1990","75 38.4000",1996,6,16.1666666666667,3,"T",27,2,6.7,3.7,14.2,19,26.4,26.9
"43","2012-8-24-OS-01-1066",2012,"01","Croatan Sound",1066,"Marl","Class B",294.294998572064,0,104.749067288362,189.545931283702,104.749067288362,"35 48.1990","75 38.4000",1996,6,16.1666666666667,3,"T",27,2,6.7,3.7,14.2,19,26.4,26.9
"44","2012-8-24-OS-01-1067",2012,"01","Croatan Sound",1067,"Marl","Class B",233.109343954703,5.82773359886757,104.899204779616,122.382405576219,110.726938378484,"35 48.1990","75 38.4000",1996,6,16.1666666666667,3,"B",27,2,6.7,3.7,14.2,19,26.4,26.9
"45","2013-8-29-OS-01-1133",2013,"01","Croatan Sound",1133,"Marl","Class B",128.592671881828,0,113.640035616499,14.9526362653288,113.640035616499,"35 48.1990","75 38.4000",1996,6,17.1666666666667,4,"T",30,4,8,6.4,14.1,15.7,25.1,24.7
"46","2013-8-29-OS-01-1134",2013,"01","Croatan Sound",1134,"Marl","Class B",55.5375344468585,0,41.6531508351439,13.8843836117146,41.6531508351439,"35 48.1990","75 38.4000",1996,6,17.1666666666667,3,"B",30,4,8,6.4,14.1,15.7,25.1,24.7
"47","2008-11-7-OS-02-295",2008,"02","Deep Bay",295,"Marl","NA",1174.3769935989,52.360757676384,613.368875637642,508.647360284873,665.729633314026,"35 22.8720","76 22.2300",1996,6,12.4166666666667,4,"B",24,2,8.5,8.4,24.4,24.5,15.8,15.8
"48","2008-11-7-OS-02-294",2008,"02","Deep Bay",294,"Marl","NA",949.122647522942,47.9893473466656,463.897024351101,437.236275825175,511.886371697766,"35 22.8720","76 22.2300",1996,6,12.4166666666667,3,"T",24,2,8.5,8.4,24.4,24.5,15.8,15.8
"49","2008-11-7-OS-02-297",2008,"02","Deep Bay",297,"Marl","NA",1444.61789660092,132.838427273648,614.377726140622,697.401743186652,747.21615341427,"35 22.8710","76 22.3050",1996,6,12.4166666666667,3,"B",21,2,8.5,8.4,24.4,24.5,15.8,15.8
"50","2008-11-7-OS-02-296",2008,"02","Deep Bay",296,"Marl","NA",1196.1815305764,58.3503185647023,447.352442329384,690.47876968231,505.702760894086,"35 22.8710","76 22.3050",1996,6,12.4166666666667,2,"T",21,2,8.5,8.4,24.4,24.5,15.8,15.8
"51","2008-11-7-OS-02-298",2008,"02","Deep Bay",298,"Marl","NA",1930.5537026225,54.0555036734299,803.110340290959,1073.38785865811,857.165843964389,"35 22.8710","76 22.2390",2003,6,5.41666666666667,2,"T",24,2,8.5,8.4,24.4,24.5,15.8,15.8
"52","2008-11-7-OS-02-299",2008,"02","Deep Bay",299,"Marl","NA",1540.78845293918,114.132477995495,713.327987471844,713.327987471844,827.460465467339,"35 22.8710","76 22.2390",2003,6,5.41666666666667,4,"B",24,2,8.5,8.4,24.4,24.5,15.8,15.8
"53","2008-11-7-OS-02-301",2008,"02","Deep Bay",301,"Marl","NA",948.825823745271,12.4029519443826,403.095938192435,533.326933608453,415.498890136818,"35 22.8700","76 22.2530",2003,6,5.41666666666667,2,"B",24,2,8.5,8.4,24.4,24.5,15.8,15.8
"54","2008-11-7-OS-02-300",2008,"02","Deep Bay",300,"Marl","NA",1009.63803075676,60.9848474953751,508.207062461459,440.446120799931,569.191909956834,"35 22.8700","76 22.2530",2003,6,5.41666666666667,4,"T",24,2,8.5,8.4,24.4,24.5,15.8,15.8
"55","2008-11-7-OS-02-303",2008,"02","Deep Bay",303,"Marl","NA",1122.32331191173,34.0097973306586,487.473761739439,600.839752841634,521.483559070098,"35 22.8690","76 22.2680",2003,6,5.41666666666667,3,"B",21,2,8.5,8.4,24.4,24.5,15.8,15.8
"56","2008-11-7-OS-02-302",2008,"02","Deep Bay",302,"Marl","NA",1264.76523993521,78.6012296004931,478.752943930276,707.411066404438,557.354173530769,"35 22.8690","76 22.2680",2003,6,5.41666666666667,3,"T",21,2,8.5,8.4,24.4,24.5,15.8,15.8
"57","2008-11-7-OS-02-305",2008,"02","Deep Bay",305,"Marl","NA",1097.65499713036,55.577468209132,514.091580934471,527.985947986754,569.669049143603,"35 22.8690","76 22.2820",2003,6,5.41666666666667,3,"B",21,2,8.5,8.4,24.4,24.5,15.8,15.8
"58","2008-11-7-OS-02-304",2008,"02","Deep Bay",304,"Marl","NA",2023.89567345743,83.3368806717763,1119.09525473528,821.463538050367,1202.43213540706,"35 22.8690","76 22.2820",2003,6,5.41666666666667,3,"T",21,2,8.5,8.4,24.4,24.5,15.8,15.8
"59","2010-1-27-OS-02-541",2010,"02","Deep Bay",541,"Marl","NA",586.253343127246,184.386132112601,345.133016518459,56.7341944961851,529.51914863106,"35 22.8710","76 22.3050",1996,6,13.5833333333333,4,"B",24,2,10.6,10.6,15.1,15,10.6,10.6
"60","2010-1-27-OS-02-540",2010,"02","Deep Bay",540,"Marl","NA",479.701566019745,148.056038894983,284.267594678367,47.3779324463945,432.32363357335,"35 22.8710","76 22.3050",1996,6,13.5833333333333,4,"T",24,2,10.6,10.6,15.1,15,10.6,10.6
"61","2010-1-27-OS-02-542",2010,"02","Deep Bay",542,"Marl","NA",631.279556194951,193.857501508686,397.65641335115,39.765641335115,591.513914859836,"35 22.8660","76 22.2480",2003,6,6.58333333333333,4,"T",24,2,10.6,10.6,15.1,15,10.6,10.6
"62","2010-1-27-OS-02-543",2010,"02","Deep Bay",543,"Marl","NA",589.549730411055,233.870967435791,341.061827510528,14.6169354647369,574.932794946318,"35 22.8660","76 22.2480",2003,6,6.58333333333333,4,"B",24,2,10.6,10.6,15.1,15,10.6,10.6
"63","2010-1-27-OS-02-549",2010,"02","Deep Bay",549,"Marl","NA",376.84412453982,87.3175410519095,280.335263377183,9.19132011072732,367.652804429093,"35 22.8660","76 22.2960",2003,6,6.58333333333333,4,"B",24,3,10.6,10.6,15.1,15,10.6,10.6
"64","2010-1-27-OS-02-548",2010,"02","Deep Bay",548,"Marl","NA",375.75209497501,102.477844084094,258.634558878903,14.6396920120134,361.112402962997,"35 22.8660","76 22.2960",2003,6,6.58333333333333,4,"T",24,3,10.6,10.6,15.1,15,10.6,10.6
"65","2010-1-27-OS-02-539",2010,"02","Deep Bay",539,"Marl","NA",591.537546460676,120.721948257281,410.454624074755,60.3609741286405,531.176572332036,"35 22.8720","76 22.2300",1996,6,13.5833333333333,4,"B",24,2,10.6,10.6,15.1,15,10.6,10.6
"66","2010-1-27-OS-02-538",2010,"02","Deep Bay",538,"Marl","NA",857.994762481079,214.49869062027,548.163320474023,95.3327513867866,762.662011094293,"35 22.8720","76 22.2300",1996,6,13.5833333333333,3,"T",24,2,10.6,10.6,15.1,15,10.6,10.6
"67","2010-1-27-OS-02-544",2010,"02","Deep Bay",544,"Marl","NA",677.40356471986,261.082623902446,373.983218022423,42.3377227949912,635.065841924869,"35 22.8660","76 22.2660",2003,6,6.58333333333333,4,"T",24,2,10.6,10.6,15.1,15,8.5,8.6
"68","2010-1-27-OS-02-545",2010,"02","Deep Bay",545,"Marl","NA",710.626066818719,203.036019091062,422.101197584051,85.4888501436053,625.137216675113,"35 22.8660","76 22.2660",2003,6,6.58333333333333,4,"B",24,2,10.6,10.6,15.1,15,8.5,8.6
"69","2010-1-27-OS-02-546",2010,"02","Deep Bay",546,"Marl","NA",852.754876454806,210.420034449887,559.274302090489,83.0605399144291,769.694336540377,"35 22.8660","76 22.2840",2003,6,6.58333333333333,4,"T",24,3,10.6,10.6,15.1,15,8.5,8.6
"70","2010-1-27-OS-02-547",2010,"02","Deep Bay",547,"Marl","NA",643.019188917596,196.341737074075,368.140757013891,78.5366948296301,564.482494087966,"35 22.8660","76 22.2840",2003,6,6.58333333333333,4,"B",24,3,10.6,10.6,15.1,15,8.5,8.6
"71","2010-9-20-OS-02-717",2010,"02","Deep Bay",717,"Marl","Class B",199.494391826449,10.8815122814427,94.3064397725033,94.3064397725033,105.187952053946,"35 22.8710","76 22.3050",2003,7,7.16666666666667,3,"T",198,1,6.1,5.5,16.8,16.8,2.5,2.5
"72","2010-9-20-OS-02-718",2010,"02","Deep Bay",718,"Marl","Class B",223.927559098909,17.6122799291276,103.15763958489,103.15763958489,120.769919514018,"35 22.8710","76 22.3050",2003,7,7.16666666666667,3,"B",198,1,6.1,5.5,16.8,16.8,2.5,2.5
"73","2010-9-20-OS-02-716",2010,"02","Deep Bay",716,"Marl","Class B",305.600817886573,33.9556464318414,135.822585727366,135.822585727366,169.778232159207,"35 22.8720","76 22.2300",1996,6,14.25,3,"B",21,1,6.1,5.5,16.8,16.8,2.5,2.5
"74","2010-9-20-OS-02-715",2010,"02","Deep Bay",715,"Marl","Class B",193.791038519069,14.1798320867611,99.2588246073279,80.3523818249797,113.438656694089,"35 22.8720","76 22.2300",1996,6,14.25,3,"T",21,1,6.1,5.5,16.8,16.8,2.5,2.5
"75","2011-8-11-OS-02-964",2011,"02","Deep Bay",964,"Marl","Class B",608.801849810616,0,54.6360634445424,554.165786366073,54.6360634445424,"35 22.8720","76 22.2300",1996,6,15.1666666666667,3,"T",21,2,4.7,3,20.5,20.9,30.2,30
"76","2011-8-11-OS-02-965",2011,"02","Deep Bay",965,"Marl","Class B",462.671271477148,35.0508538997839,49.0711954596975,378.549222117666,84.1220493594814,"35 22.8720","76 22.2300",1996,6,15.1666666666667,4,"B",21,2,4.7,3,20.5,20.9,30.2,30
"77","2011-8-11-OS-02-966",2011,"02","Deep Bay",966,"Marl","Class B",1187.72452790931,2.88282652405172,123.961540534224,1060.88016085103,126.844367058276,"35 22.8710","76 22.3050",2003,7,8.08333333333333,4,"T",21,2,4.7,3,20.5,20.9,30.2,30
"78","2011-8-11-OS-02-967",2011,"02","Deep Bay",967,"Marl","Class B",766.625887472633,0,78.6282961510393,687.997591321594,78.6282961510392,"35 22.8710","76 22.3050",2003,7,8.08333333333333,3,"B",21,2,4.7,3,20.5,20.9,30.2,30
"79","2011-8-12-OS-02-970",2011,"02","Deep Bay",970,"Marl","Number 4",964.538101583632,0,138.893486628043,825.644614955589,138.893486628043,"35 22.8710","76 22.3050",2003,7,8.08333333333333,4,"T",21,2,4.7,3,20.5,20.9,30.2,30
"80","2011-8-12-OS-02-971",2011,"02","Deep Bay",971,"Marl","Number 4",906.669421736036,10.7936835920957,140.317886697244,755.557851446696,151.111570289339,"35 22.8710","76 22.3050",2003,7,8.08333333333333,4,"B",21,2,4.7,3,20.5,20.9,30.2,30
"81","2011-8-12-OS-02-968",2011,"02","Deep Bay",968,"Marl","Class B",1079.66240208207,6.96556388440047,167.173533225611,905.523304972062,174.139097110012,"35 22.8720","76 22.2300",1996,6,15.1666666666667,4,"T",24,3,4.7,3,20.5,20.9,30.2,30
"82","2011-8-12-OS-02-969",2011,"02","Deep Bay",969,"Marl","Class B",922.157282472338,25.6154800686761,51.2309601373521,845.31084226631,76.8464402060281,"35 22.8720","76 22.2300",1996,6,15.1666666666667,4,"B",24,3,4.7,3,20.5,20.9,30.2,30
"83","2012-9-24-OS-02-1088",2012,"02","Deep Bay",1088,"Marl","Class B",377.776689842017,3.28501469427841,190.530852268148,183.960822879591,193.815866962426,"35 22.8720","76 22.2300",1996,6,16.25,4,"B",24,2,6.7,6.2,18.7,15.7,21,23
"84","2012-9-24-OS-02-1087",2012,"02","Deep Bay",1087,"Marl","Class B",301.684198499522,6.48783222579618,178.415386209395,116.780980064331,184.903218435191,"35 22.8720","76 22.2300",1996,6,16.25,4,"T",24,2,6.7,6.2,18.7,15.7,21,23
"85","2012-9-25-OS-02-1090",2012,"02","Deep Bay",1090,"Marl","Class B",553.148307646269,9.99665616228197,329.889653355305,213.261998128682,339.886309517587,"35 22.8710","76 22.3050",2003,6,9.25,4,"B",27,4,6.7,6.2,18.7,15.7,21,23
"86","2012-9-25-OS-02-1089",2012,"02","Deep Bay",1089,"Marl","Class B",503.032962418456,11.0963153474659,221.926306949319,270.010340121671,233.022622296785,"35 22.8710","76 22.3050",2003,6,9.25,4,"T",27,4,6.7,6.2,18.7,15.7,21,23
"87","2013-10-4-OS-02-1147",2013,"02","Deep Bay",1147,"Marl","Class B",290.148470669841,13.1885668486291,158.26280218355,118.697101637662,171.451369032179,"35 22.8720","76 22.2300",1996,6,17.3333333333333,4,"T",21,2,6.5,6.5,20.1,20.1,21.6,21.6
"88","2013-10-4-OS-02-1148",2013,"02","Deep Bay",1148,"Marl","Class B",399.881275747352,35.0260971457534,233.507314305023,131.347864296575,268.533411450776,"35 22.8720","76 22.2300",1996,6,17.3333333333333,4,"B",21,2,6.5,6.5,20.1,20.1,21.6,21.6
"89","2014-10-20-OS-02-1199",2014,"02","Deep Bay",1199,"Marl","Class B",358.866471897037,15.3525763378412,216.855140772007,126.65875478719,232.207717109848,"35 22.8720","76 22.2300",1996,6,18.3333333333333,3,"B",61,2,7.1,7.3,13.7,14.2,22.8,22.4
"90","2008-1-22-OS-03-194",2008,"03","West Bay",194,"Marl","NA",1394.6804340191,41.5436725026967,985.178519349665,367.958242166742,1026.72219185236,"34 58.8330","76 21.4050",1996,8,11.4166666666667,2,"B",23,1.6,7.2,6.9,21,21.8,5.7,5.6
"91","2008-1-22-OS-03-193",2008,"03","West Bay",193,"Marl","NA",1743.95268085838,54.4985212768244,1253.46598936696,435.988170214595,1307.96451064379,"34 58.8330","76 21.4050",1996,8,11.4166666666667,2,"T",23,1.6,7.2,6.9,21,21.8,5.7,5.6
"92","2008-1-22-OS-03-196",2008,"03","West Bay",196,"Marl","NA",1308.06804728775,80.9114256054281,863.0552064579,364.101415224426,943.966632063328,"34 58.8020","76 21.4400",1996,8,11.4166666666667,2,"B",23,0.9,7.2,6.9,21,21.8,5.7,5.6
"93","2008-1-22-OS-03-195",2008,"03","West Bay",195,"Marl","NA",1078.12626710629,21.67087974083,818.075710216334,238.37967714913,839.746589957164,"34 58.8020","76 21.4400",1996,8,11.4166666666667,2,"T",23,0.9,7.2,6.9,21,21.8,5.7,5.6
"94","2008-1-22-OS-03-198",2008,"03","West Bay",198,"Marl","NA",2006.82860232531,134.478205310459,1313.74862110987,558.601775904982,1448.22682642032,"34 58.7980","76 21.3870",1998,8,9.41666666666667,2,"B",24,2,7.2,6.9,21,21.8,5.7,5.6
"95","2008-1-22-OS-03-197",2008,"03","West Bay",197,"Marl","NA",821.336086961942,39.7420687239649,616.002065221457,165.591953016521,655.744133945421,"34 58.7980","76 21.3870",1998,8,9.41666666666667,2,"T",24,2,7.2,6.9,21,21.8,5.7,5.6
"96","2008-1-22-OS-03-199",2008,"03","West Bay",199,"Marl","NA",972.624854677103,59.5484604904349,729.468641007827,183.607753178841,789.017101498262,"34 58.8130","76 21.4430",1998,8,9.41666666666667,2,"T",24,2,7.4,7.6,21.2,21.4,6.4,6.3
"97","2008-1-23-OS-03-201",2008,"03","West Bay",201,"Marl","NA",959.212384210215,0,676.071379232501,283.141004977714,676.071379232501,"34 58.7920","76 21.4210",2003,6,4.58333333333333,2,"B",23,1.6,7.4,7.6,21.2,21.4,6.4,6.3
"98","2008-1-23-OS-03-200",2008,"03","West Bay",200,"Marl","NA",1424.49265721469,39.5692404781858,1040.10574971231,344.81766702419,1079.6749901905,"34 58.7920","76 21.4210",2003,6,4.58333333333333,2,"T",23,1.6,7.4,7.6,21.2,21.4,6.4,6.3
"99","2008-1-23-OS-03-202",2008,"03","West Bay",202,"Marl","NA",1320.77194873102,43.4056508972635,930.121090655646,347.245207178108,973.526741552909,"34 58.7950","76 21.4080",2003,6,4.58333333333333,1,"T",28,5.2,7.4,7.5,21.2,21.4,6.4,6.4
"100","2008-1-23-OS-03-203",2008,"03","West Bay",203,"Marl","NA",1620.60826010934,30.4339579363256,1095.62248570772,494.55181646529,1126.05644364405,"34 58.7950","76 21.4080",2003,6,4.58333333333333,2,"T",28,5.2,7.4,7.5,21.2,21.4,6.4,6.4
"101","2008-1-23-OS-03-204",2008,"03","West Bay",204,"Marl","NA",1493.85138334065,72.8707991873486,1074.84428801339,346.136296139906,1147.71508720074,"34 58.7950","76 21.4080",2003,6,4.58333333333333,2,"B",28,5.2,7.4,7.5,21.2,21.4,6.4,6.4
